AutoComplete,ButtonSelector,CheckboxSelector,CheckboxSwitch,ColorSelector,DateRangeSelector,DateSelector,DateTimeSelector,MonthSelector,MultipleSelector,NumberInput,Pagination,ParagraphInput,PasswordInput,PhoneNUmberInput,RadioSelector,RatingSlider,S3UploadButton,S3UploadPhoto,Selector,Switch,TextArea,TextInput,TitleInput,WeekSelector
-0.024491695687174797,-0.033427607268095016,-0.016283303499221802,-0.026107924059033394,-0.015124502591788769,-0.022271346300840378,-0.017028236761689186,-0.017317375168204308,-0.011592567898333073,-0.046135082840919495,-0.015518663451075554,0.008582517504692078,-0.008467588573694229,-0.025256119668483734,-0.021961400285363197,-0.03369230404496193,0.0004960856167599559,-0.03262258321046829,-0.018366167321801186,-0.0120078818872571,0.0047437530010938644,-0.005946907680481672,-0.009252418763935566,-0.02648891881108284,-0.009216777049005032
-0.004580030683428049,-0.005402620416134596,-0.011969655752182007,-0.012983400374650955,-0.007298613432794809,-0.023582255467772484,-0.006745520513504744,-0.02800566889345646,-0.023241719231009483,-0.007055118680000305,-0.021731628105044365,-0.010387924499809742,-0.02243155613541603,-0.01882040500640869,-0.021669114008545876,-0.02609887905418873,-0.009991830214858055,-0.004183695651590824,0.010059280321002007,-0.019593678414821625,-0.019656239077448845,-0.014409144409000874,-0.03136127442121506,-0.0094603281468153,-0.010965893976390362
-0.005987399723380804,0.007012438494712114,0.005067106802016497,0.014048885554075241,0.019800610840320587,0.007837259210646152,0.010297332890331745,-0.003367470111697912,0.006393948569893837,0.01076721865683794,0.022267701104283333,0.0017062455881386995,0.02802865393459797,0.004015560727566481,0.01899867132306099,0.004633395001292229,0.006934680510312319,0.009432953782379627,0.006191109772771597,0.009917699731886387,0.005176616366952658,0.011845041997730732,0.02057029865682125,0.006866592448204756,0.006528847850859165
-0.004562655929476023,-0.020690584555268288,-0.02728167362511158,-0.00760657899081707,-0.026488693431019783,-0.02573891170322895,-0.026645902544260025,-0.03662055358290672,-0.03358237445354462,-0.014848398976027966,-0.0031030455138534307,-0.016344396397471428,0.002379485871642828,-0.011539666913449764,-0.019702818244695663,-0.028615958988666534,-0.018427038565278053,0.0027697773184627295,-0.004696821328252554,-0.023048877716064453,-0.007131596095860004,-0.016415834426879883,-0.003066576085984707,-0.0057879057712852955,-0.03409707918763161
-0.04764899984002113,-0.019629167392849922,-0.033223651349544525,-0.031385958194732666,-0.02356092259287834,-0.02320166863501072,-0.027946772053837776,-0.02336239442229271,-0.02936689555644989,-0.036198295652866364,-0.01542244479060173,-0.01797199808061123,-0.013539508916437626,-0.030691321939229965,-0.003969127777963877,-0.01709926500916481,-0.01508941687643528,-0.018401430919766426,-0.019928378984332085,-0.017659904435276985,-0.016874562948942184,-0.007636568043380976,-0.01081205252557993,-0.01540183275938034,-0.025858378037810326
0.04289522022008896,0.040164075791835785,0.04453626275062561,0.04165977984666824,0.03452271968126297,0.033209677785634995,0.02775675617158413,0.029553428292274475,0.02911227010190487,0.04113829880952835,0.010797086171805859,0.007358397822827101,0.022935152053833008,0.021767854690551758,0.013764072209596634,0.022203734144568443,0.01286667212843895,0.03611981123685837,0.04091634228825569,0.04316865652799606,0.027958694845438004,0.012332778424024582,0.02538970485329628,0.021936791017651558,0.013293291442096233
-0.011238102801144123,-0.027016639709472656,-0.01822587288916111,-0.02503538317978382,-0.02088291384279728,-0.018648728728294373,-0.03241942450404167,-0.0265309177339077,-0.03290337324142456,-0.02780880779027939,-0.024906836450099945,-0.026192067191004753,-0.01144599262624979,-0.010153825394809246,-0.0288301520049572,-0.015510271303355694,-0.017221007496118546,-0.03073735721409321,-0.036868177354335785,-0.006227889098227024,-0.016164951026439667,-0.01649944670498371,-0.007229110691696405,-0.015443723648786545,-0.03275489807128906
-0.01441423874348402,-0.021907677873969078,-0.027038851752877235,-0.036099497228860855,-0.016192931681871414,-0.015322122722864151,-0.009120703674852848,-0.012995331548154354,-0.007539766374975443,-0.010064546018838882,-0.03796505555510521,-0.020775848999619484,-0.016115037724375725,-0.04899795353412628,-0.035366758704185486,-0.023455243557691574,-0.013532794080674648,-0.033360280096530914,-0.032059285789728165,-0.01251976378262043,-0.03406135365366936,-0.01173355896025896,-0.015188860706984997,-0.02070799469947815,-0.01960439234972
-0.014442038722336292,-0.00826491229236126,-0.006952541880309582,-0.011946139857172966,0.006365472916513681,-0.015787284821271896,-0.008740674704313278,-0.008680589497089386,-0.013969079591333866,-0.012137075886130333,-0.023243632167577744,-0.023429248481988907,-0.019510705024003983,-0.012770024128258228,-0.015903083607554436,-0.009688646532595158,-0.012368833646178246,-0.005153630394488573,0.008972524665296078,-0.010756616480648518,-0.012517547234892845,-0.02086120843887329,-0.008950327523052692,-0.016421174630522728,-0.019790012389421463
-0.01147440169006586,0.006545414216816425,0.005184946581721306,-0.00856622215360403,-0.003572990419343114,-0.011903894133865833,-0.008061006665229797,-0.007892108522355556,-0.007801465690135956,-0.01264101266860962,-0.002958717755973339,-0.015619498677551746,-0.010978369042277336,-0.018509436398744583,-0.004085378721356392,-0.0048548695631325245,-0.018300825729966164,-0.01693969964981079,-0.01915406435728073,-0.015754569321870804,-0.01906016655266285,-0.003455965081229806,-0.009631789289414883,-0.004719691351056099,-0.0053687188774347305
0.047120802104473114,0.008618718944489956,0.005381345748901367,0.02387816645205021,0.007111291401088238,0.006445299834012985,0.006416649091988802,0.007074424996972084,0.01564536988735199,0.01335788145661354,0.02766968123614788,0.022348739206790924,0.033870354294776917,0.03223264962434769,0.035446472465991974,-0.00028914774884469807,0.03522733598947525,0.02116096206009388,0.013937639072537422,0.016309106722474098,0.03616180270910263,0.010144929401576519,0.03855525702238083,0.035272013396024704,0.004105071071535349
0.0024463897570967674,0.015525015071034431,0.010676990263164043,0.010450226254761219,0.00788139272481203,0.002383950399234891,0.011262022890150547,0.01658730022609234,0.012745458632707596,0.0106252646073699,0.0012224899837747216,0.014621054753661156,0.013604257255792618,0.00509719317778945,-0.0007593656191602349,0.0010607943404465914,0.02528458833694458,-0.015928780660033226,-0.017754867672920227,0.012214056216180325,0.010878344997763634,0.019718511030077934,0.0100041339173913,0.006374375894665718,0.013621696271002293
0.011571700684726238,-0.02018110454082489,-0.01331945601850748,0.003704502945765853,-0.024254707619547844,-0.02400512993335724,-0.023824915289878845,-0.015200157649815083,-0.01871502958238125,-0.0188515055924654,-0.005931180901825428,-0.0035219097044318914,-0.0031043030321598053,-0.007503825705498457,0.005297706462442875,-0.013260368257761002,-0.005160692613571882,0.013462962582707405,0.006337142549455166,-0.011168965138494968,-0.005914612207561731,-0.011364271864295006,0.0010687351459637284,-0.010130580514669418,-0.006703759543597698
0.011252002790570259,0.001167560345493257,-0.006434761453419924,-0.01126168854534626,-0.0013112528249621391,0.011819318868219852,0.01765674725174904,0.01609084941446781,0.004180114716291428,0.005603638011962175,0.017071904614567757,0.002836334053426981,0.01599992997944355,0.022159947082400322,0.022559260949492455,-0.007888724096119404,0.00616688746958971,-0.015641899779438972,-0.011315841227769852,-0.005261002108454704,-0.004488293081521988,0.01584448479115963,0.015736840665340424,0.027885276824235916,0.0010030651465058327
-0.003742559114471078,-0.012107247486710548,-0.020296994596719742,-0.005983653943985701,-0.03771412745118141,-0.011466924101114273,-0.0208431463688612,-0.024997761473059654,-0.01755506545305252,-0.015402019955217838,-0.0013530721189454198,0.004421193618327379,-0.014992740005254745,-0.014723722822964191,0.0045437379740178585,-0.02353961393237114,-0.021119574084877968,0.0003231691662222147,0.00763445720076561,-0.031537577509880066,-0.0250209029763937,-0.009768675081431866,-0.010734773240983486,0.0009905417682603002,-0.0262296199798584
-0.01663823053240776,-0.018228095024824142,0.006534746382385492,0.006244733463972807,-0.0165120717138052,-0.0014404134126380086,-0.012614049948751926,-0.010980324819684029,-0.011719880625605583,-0.02197449468076229,-0.009779919870197773,-0.001119830529205501,-0.018575457856059074,0.00024611366097815335,-0.008854974992573261,8.420659287367016e-05,-0.002490945626050234,-0.016065392643213272,-0.024560673162341118,-0.01551284734159708,-0.00796893797814846,0.001619112677872181,-0.012392761185765266,-0.012336826883256435,-0.012101035565137863
0.03730744123458862,0.026082592085003853,0.029052840545773506,0.0262631606310606,0.03771412745118141,0.0194099023938179,0.022494813427329063,0.02654551900923252,0.021346168592572212,0.028731510043144226,0.02240515686571598,0.04663965851068497,0.04028759151697159,0.028771424666047096,0.0124819939956069,0.026661355048418045,0.023882227018475533,0.02066916599869728,0.016056811437010765,0.03364197537302971,0.038375791162252426,0.02771739661693573,0.03453674167394638,0.02150391973555088,0.022717107087373734
